step,epoch,loss,learning_rate,t_data,t_transfer,t_forward,t_backward,t_optimizer,t_step,throughput,gpu_mem_gb,timestamp
23594,0.00016022431403965552,0.11632547500374812,3.0588235294117647e-07,0.16986683999994057,0.06095565200013198,93.01633005699995,140.88312316600008,0.1688643409999031,234.48394051800005,0.1364699003663474,11.997744128,2026-01-05T10:54:26.657841
23595,0.00032044862807931103,0.08402998459786204,4.117647058823529e-07,0.002919122999969659,0.05013423800039618,88.98759029099972,135.07620458600002,0.13424383799997486,224.2590466380001,0.14269212537790968,12.00951296,2026-01-05T10:58:10.918150
23596,0.0004806729421189666,0.09994847656224692,5.176470588235293e-07,0.0028683350001301733,0.04364953399999649,90.64233967000007,137.86768401099982,0.13397934100009934,228.696917159,0.13992318041503032,11.9972608,2026-01-05T11:01:59.615643
23597,0.0006408972561586221,0.09584846381039824,6.235294117647058e-07,0.002868120999664825,0.040864776000148595,90.35342818300057,137.12820910099913,0.135094011000092,227.66759041599994,0.1405557986603574,12.021761024,2026-01-05T11:05:47.283800
23598,0.0008011215701982776,0.1849111207243368,7.294117647058823e-07,0.0032086849998904654,0.051737195000441716,90.23079288500003,137.03728694200004,0.13500295400012874,227.46488410300003,0.14068105556684454,12.017711616,2026-01-05T11:09:34.749475
23599,0.0009613458842379332,0.16861934323096506,8.352941176470586e-07,0.0028886850000162667,0.05203978099984852,92.00757758600002,140.6044324290001,0.1331754559998899,232.80912885700013,0.1374516547401179,11.996999168,2026-01-05T11:13:27.559340
23600,0.0011215701982775887,0.1234410740689782,9.411764705882351e-07,0.0038673429996833875,0.04611398900010499,90.67283800399991,138.07314087900022,0.13278771600016626,228.93794203700008,0.13977586989415797,12.013149696,2026-01-05T11:17:16.497839
23601,0.0012817945123172441,0.11495758968521841,1.0470588235294116e-06,0.0045646370006124926,0.04405973000052654,90.8053850160004,138.02277647599976,0.13508312499970998,229.02082450199987,0.13972528511144439,12.01591552,2026-01-05T11:21:05.519240
23602,0.0014420188263568996,0.11363378798193935,1.152941176470588e-06,0.0031411449999723118,0.041128839998691546,91.94873040899984,140.83272987600094,0.1338287369999307,232.96579232700014,0.13735922205730322,11.996773376,2026-01-05T11:24:58.485713
23603,0.0016022431403965552,0.05860686685230121,1.2588235294117646e-06,0.003052488001230813,0.05209698599992407,88.95900037999945,134.12777208100078,0.13403980100019908,223.28229922599985,0.143316331437498,12.020591104,2026-01-05T11:28:41.768581
23604,0.0017624674544362107,0.1150794909495545,1.3647058823529408e-06,0.0026980210000147054,0.04820314000016879,90.4063533329986,137.31662197200194,0.1346197130001201,227.91560223000033,0.14040284950614,11.997884416,2026-01-05T11:32:29.684757
23605,0.0019226917684758663,0.04263652372029014,1.470588235294117e-06,0.0030770309995205025,0.05175510800063421,90.39350719100003,137.17547881300015,0.13378820699972493,227.765118369,0.14049561332810023,12.016007168,2026-01-05T11:36:17.450441
23606,0.0020829160825155215,0.10271283771135131,1.5764705882352936e-06,0.0031417849995705183,0.05473909500051377,90.69996337400016,137.61960205900004,0.13316160399972432,228.51918624000018,0.14003200574323896,12.019466752,2026-01-05T11:40:05.970397
